id_venta,fecha,cliente_id,sucursal,metodo_pago,producto,categoria,cantidad,precio_unitario,total
3616,2026-01-10,C0172,Centro,Tarjeta,Detergente,Limpieza,2,57.61,115.22
3616,2026-01-10,C0172,Centro,Tarjeta,Detergente,Limpieza,2,55.06,110.12
3616,2026-01-10,C0172,Centro,Tarjeta,Detergente,Limpieza,2,57.18,114.36
3617,2026-01-10,C0182,Centro,Efectivo,Detergente,Limpieza,2,57.67,115.34
3618,2026-01-10,C0016,Centro,Transferencia,Cigarros (caja),Otros,1,66.16,66.16
3618,2026-01-10,C0016,Centro,Transferencia,Detergente,Limpieza,1,56.93,56.93
3619,2026-01-10,C0197,Centro,Efectivo,Detergente,Limpieza,1,56.33,56.33
3619,2026-01-10,C0197,Centro,Efectivo,Pan de dulce,Panadería,1,10.15,10.15
3619,2026-01-10,C0197,Centro,Efectivo,Detergente,Limpieza,3,55.26,165.78
3620,2026-01-10,C0030,Centro,Efectivo,Detergente,Limpieza,2,52.51,105.02
3620,2026-01-10,C0030,Centro,Efectivo,Detergente,Limpieza,3,53.29,159.87
3620,2026-01-10,C0030,Centro,Efectivo,Detergente,Limpieza,2,53.61,107.22
3620,2026-01-10,C0030,Centro,Efectivo,Detergente,Limpieza,1,57.62,57.62
3620,2026-01-10,C0030,Centro,Efectivo,Pan de dulce,Panadería,1,9.84,9.84
3621,2026-01-11,C0016,Del Valle,Efectivo,Pan de dulce,Panadería,2,10.05,20.1
3621,2026-01-11,C0016,Del Valle,Efectivo,Aceite 1L,Abarrotes,2,36.14,72.28
3621,2026-01-11,C0016,Del Valle,Efectivo,Detergente,Limpieza,1,53.96,53.96
3622,2026-01-11,C0031,Centro,Tarjeta,Detergente,Limpieza,2,57.04,114.08
3622,2026-01-11,C0031,Centro,Tarjeta,Detergente,Limpieza,2,54.87,109.74
3622,2026-01-11,C0031,Centro,Tarjeta,Detergente,Limpieza,3,56.01,168.03
3622,2026-01-11,C0031,Centro,Tarjeta,Detergente,Limpieza,1,56.88,56.88
3622,2026-01-11,C0031,Centro,Tarjeta,Detergente,Limpieza,2,57.52,115.04
3623,2026-01-11,C0043,Centro,Tarjeta,Detergente,Limpieza,2,52.79,105.58
3623,2026-01-11,C0043,Centro,Tarjeta,Agua 1L,Bebidas,1,12.5,12.5
3623,2026-01-11,C0043,Centro,Tarjeta,Detergente,Limpieza,1,55.32,55.32
3623,2026-01-11,C0043,Centro,Tarjeta,Detergente,Limpieza,3,54.31,162.93
3624,2026-01-11,C0012,Centro,Efectivo,Detergente,Limpieza,2,55.57,111.14
3624,2026-01-11,C0012,Centro,Efectivo,Detergente,Limpieza,2,52.97,105.94
3625,2026-01-11,C0010,Norte,Efectivo,Chicharrón,Botanas,3,19.92,59.76
3625,2026-01-11,C0010,Norte,Efectivo,Cerveza 355ml,Bebidas,3,22.95,68.85
3626,2026-01-11,C0003,Centro,Transferencia,Detergente,Limpieza,3,52.77,158.31
3627,2026-01-11,C0028,Norte,Efectivo,Detergente,Limpieza,1,57.15,57.15
3627,2026-01-11,C0028,Norte,Efectivo,Detergente,Limpieza,1,57.09,57.09
3628,2026-01-11,C0118,Centro,Efectivo,Papel higiénico (4u),Limpieza,1,35.33,35.33
3628,2026-01-11,C0118,Centro,Efectivo,Pan de dulce,Panadería,2,9.53,19.06
3628,2026-01-11,C0118,Centro,Efectivo,Aceite 1L,Abarrotes,3,38.31,114.93
3628,2026-01-11,C0118,Centro,Efectivo,Detergente,Limpieza,3,54.72,164.16
3628,2026-01-11,C0118,Centro,Efectivo,Chicharrón,Botanas,3,20.07,60.21
3629,2026-01-11,C0028,Centro,Transferencia,Detergente,Limpieza,3,57.16,171.48
3630,2026-01-11,C0030,Centro,Efectivo,Pan de dulce,Panadería,1,10.41,10.41
3630,2026-01-11,C0030,Centro,Efectivo,Detergente,Limpieza,2,56.63,113.26
3630,2026-01-11,C0030,Centro,Efectivo,Detergente,Limpieza,1,56.58,56.58
3631,2026-01-11,C0153,Norte,Tarjeta,Detergente,Limpieza,1,53.21,53.21
3631,2026-01-11,C0153,Norte,Tarjeta,Detergente,Limpieza,1,56.33,56.33
3631,2026-01-11,C0153,Norte,Tarjeta,Pan de dulce,Panadería,2,9.94,19.88
3632,2026-01-12,C0073,Centro,Efectivo,Detergente,Limpieza,2,54.33,108.66
3633,2026-01-12,C0028,Centro,Efectivo,Aceite 1L,Abarrotes,1,36.15,36.15
3633,2026-01-12,C0028,Centro,Efectivo,Detergente,Limpieza,3,56.49,169.47
3633,2026-01-12,C0028,Centro,Efectivo,Queso 250g,Lácteos,1,46.21,46.21
3633,2026-01-12,C0028,Centro,Efectivo,Detergente,Limpieza,3,54.82,164.46
3634,2026-01-12,C0074,Centro,Efectivo,Detergente,Limpieza,1,54.78,54.78
3634,2026-01-12,C0074,Centro,Efectivo,Leche 1L,Lácteos,1,23.45,23.45
3634,2026-01-12,C0074,Centro,Efectivo,Detergente,Limpieza,2,56.86,113.72
3634,2026-01-12,C0074,Centro,Efectivo,Detergente,Limpieza,3,57.24,171.72
3635,2026-01-12,C0022,Norte,Tarjeta,Pan de dulce,Panadería,3,9.69,29.07
3635,2026-01-12,C0022,Norte,Tarjeta,Detergente,Limpieza,2,57.0,114.0
3635,2026-01-12,C0022,Norte,Tarjeta,Detergente,Limpieza,1,53.95,53.95
3635,2026-01-12,C0022,Norte,Tarjeta,Pan de dulce,Panadería,2,9.85,19.7
3635,2026-01-12,C0022,Norte,Tarjeta,Detergente,Limpieza,3,54.99,164.97
3636,2026-01-12,C0058,Centro,Transferencia,Detergente,Limpieza,3,52.54,157.62
3637,2026-01-12,C0014,Centro,Efectivo,Detergente,Limpieza,1,54.84,54.84
3638,2026-01-12,C0015,Centro,Efectivo,Pan de dulce,Panadería,2,10.23,20.46
3638,2026-01-12,C0015,Centro,Efectivo,Detergente,Limpieza,2,52.98,105.96
3638,2026-01-12,C0015,Centro,Efectivo,Detergente,Limpieza,1,52.93,52.93
3639,2026-01-13,C0199,Centro,Efectivo,Detergente,Limpieza,1,57.51,57.51
3640,2026-01-13,C0030,Norte,Transferencia,Detergente,Limpieza,3,52.29,156.87
3640,2026-01-13,C0030,Norte,Transferencia,Detergente,Limpieza,1,53.51,53.51
3640,2026-01-13,C0030,Norte,Transferencia,Detergente,Limpieza,3,52.93,158.79
3641,2026-01-13,C0197,Centro,Efectivo,Detergente,Limpieza,2,56.95,113.9
3641,2026-01-13,C0197,Centro,Efectivo,Detergente,Limpieza,3,57.62,172.86
3641,2026-01-13,C0197,Centro,Efectivo,Detergente,Limpieza,2,54.57,109.14
3641,2026-01-13,C0197,Centro,Efectivo,Detergente,Limpieza,2,57.61,115.22
3642,2026-01-13,C0155,Centro,Efectivo,Detergente,Limpieza,1,52.35,52.35
3642,2026-01-13,C0155,Centro,Efectivo,Agua 1L,Bebidas,2,11.86,23.72
3643,2026-01-13,C0010,Norte,Efectivo,Chicharrón,Botanas,2,20.39,40.78
3643,2026-01-13,C0010,Norte,Efectivo,Detergente,Limpieza,3,54.54,163.62
3643,2026-01-13,C0010,Norte,Efectivo,Detergente,Limpieza,1,56.14,56.14
3643,2026-01-13,C0010,Norte,Efectivo,Refresco 600ml,Bebidas,3,14.69,44.07
3644,2026-01-13,C0147,Norte,Tarjeta,Detergente,Limpieza,3,54.34,163.02
3644,2026-01-13,C0147,Norte,Tarjeta,Detergente,Limpieza,2,56.6,113.2
3645,2026-01-14,C0035,Centro,Efectivo,Detergente,Limpieza,3,52.98,158.94
3645,2026-01-14,C0035,Centro,Efectivo,Chicharrón,Botanas,3,19.13,57.39
3645,2026-01-14,C0035,Centro,Efectivo,Detergente,Limpieza,3,56.58,169.74
3645,2026-01-14,C0035,Centro,Efectivo,Detergente,Limpieza,1,54.74,54.74
3645,2026-01-14,C0035,Centro,Efectivo,Pan de dulce,Panadería,3,10.45,31.35
3646,2026-01-14,C0049,Norte,Efectivo,Detergente,Limpieza,2,52.81,105.62
3646,2026-01-14,C0049,Norte,Efectivo,Agua 1L,Bebidas,1,12.16,12.16
3647,2026-01-14,C0033,Centro,Efectivo,Pan de dulce,Panadería,3,9.75,29.25
3647,2026-01-14,C0033,Centro,Efectivo,Detergente,Limpieza,1,55.89,55.89
3648,2026-01-14,C0166,Centro,Efectivo,Queso 250g,Lácteos,2,43.42,86.84
3648,2026-01-14,C0166,Centro,Efectivo,Agua 1L,Bebidas,3,12.53,37.59
3648,2026-01-14,C0166,Centro,Efectivo,Pan de dulce,Panadería,2,9.8,19.6
3648,2026-01-14,C0166,Centro,Efectivo,Detergente,Limpieza,3,55.01,165.03
3648,2026-01-14,C0166,Centro,Efectivo,Papel higiénico (4u),Limpieza,2,34.3,68.6
3649,2026-01-14,C0051,Centro,Tarjeta,Detergente,Limpieza,2,57.21,114.42
3649,2026-01-14,C0051,Centro,Tarjeta,Chicharrón,Botanas,3,19.5,58.5
3650,2026-01-14,C0132,Del Valle,Transferencia,Detergente,Limpieza,2,56.6,113.2
3651,2026-01-14,C0002,Del Valle,Tarjeta,Detergente,Limpieza,2,53.5,107.0
3651,2026-01-14,C0002,Del Valle,Tarjeta,Pan de dulce,Panadería,2,10.02,20.04
3652,2026-01-14,C0171,Del Valle,Efectivo,Agua 1L,Bebidas,3,11.88,35.64
3652,2026-01-14,C0171,Del Valle,Efectivo,Chicharrón,Botanas,3,19.23,57.69
3652,2026-01-14,C0171,Del Valle,Efectivo,Detergente,Limpieza,2,54.0,108.0
3653,2026-01-15,C0001,Centro,Efectivo,Papel higiénico (4u),Limpieza,3,35.9,107.7
3653,2026-01-15,C0001,Centro,Efectivo,Detergente,Limpieza,3,54.78,164.34
3654,2026-01-15,C0028,Norte,Tarjeta,Detergente,Limpieza,1,53.69,53.69
3654,2026-01-15,C0028,Norte,Tarjeta,Detergente,Limpieza,1,55.5,55.5
3654,2026-01-15,C0028,Norte,Tarjeta,Chicharrón,Botanas,2,20.91,41.82
3654,2026-01-15,C0028,Norte,Tarjeta,Pan de dulce,Panadería,1,10.48,10.48
3654,2026-01-15,C0028,Norte,Tarjeta,Pan de dulce,Panadería,2,10.37,20.74
3655,2026-01-15,C0026,Centro,Efectivo,Detergente,Limpieza,3,54.15,162.45
3655,2026-01-15,C0026,Centro,Efectivo,Detergente,Limpieza,3,54.8,164.4
3655,2026-01-15,C0026,Centro,Efectivo,Agua 1L,Bebidas,2,11.76,23.52
3655,2026-01-15,C0026,Centro,Efectivo,Pan de dulce,Panadería,1,9.59,9.59
3655,2026-01-15,C0026,Centro,Efectivo,Detergente,Limpieza,1,55.79,55.79
3656,2026-01-15,C0039,Norte,Efectivo,Queso 250g,Lácteos,3,46.55,139.65
3656,2026-01-15,C0039,Norte,Efectivo,Detergente,Limpieza,1,53.14,53.14
3656,2026-01-15,C0039,Norte,Efectivo,Chicharrón,Botanas,3,19.24,57.72
3656,2026-01-15,C0039,Norte,Efectivo,Detergente,Limpieza,2,56.97,113.94
3657,2026-01-15,C0059,Centro,Efectivo,Detergente,Limpieza,1,56.73,56.73
3657,2026-01-15,C0059,Centro,Efectivo,Detergente,Limpieza,2,57.75,115.5
3658,2026-01-15,C0022,Norte,Efectivo,Pan de dulce,Panadería,2,10.38,20.76
3658,2026-01-15,C0022,Norte,Efectivo,Agua 1L,Bebidas,2,12.38,24.76
3659,2026-01-15,C0038,Del Valle,Tarjeta,Papel higiénico (4u),Limpieza,2,35.31,70.62
3659,2026-01-15,C0038,Del Valle,Tarjeta,Detergente,Limpieza,1,54.28,54.28
3659,2026-01-15,C0038,Del Valle,Tarjeta,Pan de dulce,Panadería,1,10.45,10.45
3659,2026-01-15,C0038,Del Valle,Tarjeta,Pan de dulce,Panadería,1,10.24,10.24
3660,2026-01-15,C0017,Norte,Efectivo,Detergente,Limpieza,2,53.88,107.76
3660,2026-01-15,C0017,Norte,Efectivo,Pan de dulce,Panadería,3,10.17,30.51
3660,2026-01-15,C0017,Norte,Efectivo,Detergente,Limpieza,2,54.57,109.14
3661,2026-01-15,C0108,Centro,Efectivo,Pan de dulce,Panadería,1,9.6,9.6
3662,2026-01-15,C0111,Del Valle,Tarjeta,Detergente,Limpieza,2,55.95,111.9
3663,2026-01-16,C0026,Norte,Tarjeta,Detergente,Limpieza,3,52.4,157.2
3663,2026-01-16,C0026,Norte,Tarjeta,Detergente,Limpieza,1,57.65,57.65
3663,2026-01-16,C0026,Norte,Tarjeta,Queso 250g,Lácteos,2,45.3,90.6
3663,2026-01-16,C0026,Norte,Tarjeta,Agua 1L,Bebidas,3,11.53,34.59
3664,2026-01-16,C0020,Norte,Efectivo,Detergente,Limpieza,2,55.75,111.5
3664,2026-01-16,C0020,Norte,Efectivo,Detergente,Limpieza,3,57.36,172.08
3665,2026-01-16,C0006,Centro,Efectivo,Aceite 1L,Abarrotes,2,37.66,75.32
3665,2026-01-16,C0006,Centro,Efectivo,Papel higiénico (4u),Limpieza,3,33.29,99.87
3665,2026-01-16,C0006,Centro,Efectivo,Detergente,Limpieza,2,55.95,111.9
3666,2026-01-16,C0029,Norte,Efectivo,Chicharrón,Botanas,1,19.13,19.13
3667,2026-01-16,C0015,Norte,Efectivo,Papel higiénico (4u),Limpieza,3,35.22,105.66
3667,2026-01-16,C0015,Norte,Efectivo,Detergente,Limpieza,2,55.07,110.14
3667,2026-01-16,C0015,Norte,Efectivo,Pan de dulce,Panadería,2,10.46,20.92
3668,2026-01-16,C0035,Centro,Tarjeta,Detergente,Limpieza,2,57.41,114.82
3668,2026-01-16,C0035,Centro,Tarjeta,Detergente,Limpieza,1,56.67,56.67
3668,2026-01-16,C0035,Centro,Tarjeta,Detergente,Limpieza,2,54.56,109.12
3668,2026-01-16,C0035,Centro,Tarjeta,Pan de dulce,Panadería,3,10.18,30.54
3669,2026-01-16,C0006,Centro,Efectivo,Detergente,Limpieza,2,57.37,114.74
3669,2026-01-16,C0006,Centro,Efectivo,Pan de dulce,Panadería,1,9.6,9.6
3669,2026-01-16,C0006,Centro,Efectivo,Detergente,Limpieza,2,55.23,110.46
3669,2026-01-16,C0006,Centro,Efectivo,Detergente,Limpieza,2,55.18,110.36
3669,2026-01-16,C0006,Centro,Efectivo,Agua 1L,Bebidas,2,11.81,23.62
3670,2026-01-16,C0134,Del Valle,Efectivo,Detergente,Limpieza,2,57.5,115.0
3670,2026-01-16,C0134,Del Valle,Efectivo,Papel higiénico (4u),Limpieza,2,33.53,67.06
3670,2026-01-16,C0134,Del Valle,Efectivo,Pan de dulce,Panadería,2,10.49,20.98
3670,2026-01-16,C0134,Del Valle,Efectivo,Detergente,Limpieza,3,54.74,164.22
3671,2026-01-16,C0091,Norte,Efectivo,Detergente,Limpieza,2,57.29,114.58
3671,2026-01-16,C0091,Norte,Efectivo,Refresco 600ml,Bebidas,1,13.77,13.77
3671,2026-01-16,C0091,Norte,Efectivo,Detergente,Limpieza,2,54.2,108.4
3671,2026-01-16,C0091,Norte,Efectivo,Detergente,Limpieza,3,53.83,161.49
3672,2026-01-16,C0042,Centro,Tarjeta,Chicharrón,Botanas,1,20.94,20.94
3673,2026-01-16,C0176,Centro,Efectivo,Detergente,Limpieza,1,54.63,54.63
3673,2026-01-16,C0176,Centro,Efectivo,Detergente,Limpieza,3,54.8,164.4
3673,2026-01-16,C0176,Centro,Efectivo,Pan de dulce,Panadería,3,9.89,29.67
3674,2026-01-16,C0026,Centro,Tarjeta,Detergente,Limpieza,1,52.46,52.46
3675,2026-01-16,C0171,Norte,Tarjeta,Leche 1L,Lácteos,2,25.18,50.36
3676,2026-01-16,C0002,Centro,Tarjeta,Detergente,Limpieza,1,54.46,54.46
3676,2026-01-16,C0002,Centro,Tarjeta,Detergente,Limpieza,3,57.43,172.29
3676,2026-01-16,C0002,Centro,Tarjeta,Pan de dulce,Panadería,2,9.68,19.36
3677,2026-01-17,C0073,Del Valle,Tarjeta,Detergente,Limpieza,2,52.91,105.82
3677,2026-01-17,C0073,Del Valle,Tarjeta,Agua 1L,Bebidas,3,11.95,35.85
3677,2026-01-17,C0073,Del Valle,Tarjeta,Cigarros (caja),Otros,2,67.46,134.92
3677,2026-01-17,C0073,Del Valle,Tarjeta,Papel higiénico (4u),Limpieza,3,34.03,102.09
3678,2026-01-17,C0022,Centro,Efectivo,Detergente,Limpieza,1,52.42,52.42
3678,2026-01-17,C0022,Centro,Efectivo,Refresco 600ml,Bebidas,1,13.81,13.81
3678,2026-01-17,C0022,Centro,Efectivo,Papel higiénico (4u),Limpieza,2,36.51,73.02
3678,2026-01-17,C0022,Centro,Efectivo,Chicharrón,Botanas,2,20.19,40.38
3678,2026-01-17,C0022,Centro,Efectivo,Detergente,Limpieza,1,54.61,54.61
3679,2026-01-17,C0008,Del Valle,Efectivo,Pan de dulce,Panadería,1,9.61,9.61
3679,2026-01-17,C0008,Del Valle,Efectivo,Detergente,Limpieza,3,53.06,159.18
3679,2026-01-17,C0008,Del Valle,Efectivo,Detergente,Limpieza,3,56.41,169.23
3679,2026-01-17,C0008,Del Valle,Efectivo,Queso 250g,Lácteos,3,45.6,136.8
3679,2026-01-17,C0008,Del Valle,Efectivo,Detergente,Limpieza,2,55.77,111.54
3680,2026-01-17,C0044,Centro,Efectivo,Detergente,Limpieza,3,56.76,170.28
3680,2026-01-17,C0044,Centro,Efectivo,Agua 1L,Bebidas,3,11.87,35.61
3680,2026-01-17,C0044,Centro,Efectivo,Detergente,Limpieza,1,56.23,56.23
3680,2026-01-17,C0044,Centro,Efectivo,Detergente,Limpieza,2,56.93,113.86
3680,2026-01-17,C0044,Centro,Efectivo,Leche 1L,Lácteos,2,24.41,48.82
3681,2026-01-17,C0035,Centro,Efectivo,Detergente,Limpieza,3,55.19,165.57
3681,2026-01-17,C0035,Centro,Efectivo,Queso 250g,Lácteos,2,47.22,94.44
3681,2026-01-17,C0035,Centro,Efectivo,Detergente,Limpieza,1,55.9,55.9
3682,2026-01-17,C0043,Centro,Transferencia,Detergente,Limpieza,1,54.94,54.94
3682,2026-01-17,C0043,Centro,Transferencia,Detergente,Limpieza,3,53.62,160.86
3682,2026-01-17,C0043,Centro,Transferencia,Detergente,Limpieza,3,53.42,160.26
3683,2026-01-17,C0099,Centro,Tarjeta,Pan de dulce,Panadería,2,10.11,20.22
3683,2026-01-17,C0099,Centro,Tarjeta,Agua 1L,Bebidas,1,11.98,11.98
3683,2026-01-17,C0099,Centro,Tarjeta,Detergente,Limpieza,2,56.06,112.12
3684,2026-01-17,C0036,Centro,Efectivo,Detergente,Limpieza,2,55.46,110.92
3685,2026-01-17,C0157,Centro,Tarjeta,Agua 1L,Bebidas,1,12.1,12.1
3685,2026-01-17,C0157,Centro,Tarjeta,Detergente,Limpieza,2,55.89,111.78
3685,2026-01-17,C0157,Centro,Tarjeta,Detergente,Limpieza,1,57.02,57.02
3686,2026-01-17,C0024,Centro,Tarjeta,Detergente,Limpieza,1,55.19,55.19
3686,2026-01-17,C0024,Centro,Tarjeta,Detergente,Limpieza,1,53.25,53.25
3686,2026-01-17,C0024,Centro,Tarjeta,Pan de dulce,Panadería,2,9.72,19.44
3687,2026-01-17,C0050,Centro,Efectivo,Detergente,Limpieza,3,57.55,172.65
3687,2026-01-17,C0050,Centro,Efectivo,Detergente,Limpieza,1,54.06,54.06
3687,2026-01-17,C0050,Centro,Efectivo,Papel higiénico (4u),Limpieza,1,35.7,35.7
3687,2026-01-17,C0050,Centro,Efectivo,Detergente,Limpieza,2,54.31,108.62
3688,2026-01-17,C0042,Centro,Efectivo,Pan de dulce,Panadería,3,10.28,30.84
3688,2026-01-17,C0042,Centro,Efectivo,Pan de dulce,Panadería,2,10.34,20.68
3689,2026-01-17,C0012,Del Valle,Efectivo,Aceite 1L,Abarrotes,2,36.53,73.06
3689,2026-01-17,C0012,Del Valle,Efectivo,Pan de dulce,Panadería,2,9.62,19.24
3689,2026-01-17,C0012,Del Valle,Efectivo,Papel higiénico (4u),Limpieza,1,34.01,34.01
3689,2026-01-17,C0012,Del Valle,Efectivo,Detergente,Limpieza,3,54.79,164.37
3690,2026-01-17,C0112,Norte,Efectivo,Chicharrón,Botanas,2,20.65,41.3
3690,2026-01-17,C0112,Norte,Efectivo,Detergente,Limpieza,2,56.08,112.16
3691,2026-01-17,C0110,Del Valle,Efectivo,Agua 1L,Bebidas,1,12.51,12.51
3692,2026-01-17,C0040,Centro,Efectivo,Agua 1L,Bebidas,3,11.41,34.23
3692,2026-01-17,C0040,Centro,Efectivo,Detergente,Limpieza,2,56.31,112.62
3692,2026-01-17,C0040,Centro,Efectivo,Pan de dulce,Panadería,3,9.57,28.71
3693,2026-01-17,C0019,Centro,Efectivo,Detergente,Limpieza,3,54.73,164.19
3693,2026-01-17,C0019,Centro,Efectivo,Pan de dulce,Panadería,1,10.14,10.14
3693,2026-01-17,C0019,Centro,Efectivo,Detergente,Limpieza,1,57.45,57.45
3694,2026-01-17,C0057,Centro,Tarjeta,Detergente,Limpieza,2,57.48,114.96
3694,2026-01-17,C0057,Centro,Tarjeta,Pan de dulce,Panadería,1,9.54,9.54
3694,2026-01-17,C0057,Centro,Tarjeta,Papel higiénico (4u),Limpieza,2,35.52,71.04
3694,2026-01-17,C0057,Centro,Tarjeta,Detergente,Limpieza,2,52.89,105.78
3694,2026-01-17,C0057,Centro,Tarjeta,Jabón de baño,Limpieza,3,14.58,43.74
3695,2026-01-17,C0073,Norte,Tarjeta,Cerveza 355ml,Bebidas,3,22.53,67.59
3695,2026-01-17,C0073,Norte,Tarjeta,Aceite 1L,Abarrotes,2,37.33,74.66
3695,2026-01-17,C0073,Norte,Tarjeta,Detergente,Limpieza,3,56.36,169.08
3695,2026-01-17,C0073,Norte,Tarjeta,Detergente,Limpieza,2,54.75,109.5
3696,2026-01-17,C0216,Del Valle,Tarjeta,Detergente,Limpieza,1,55.46,55.46
3697,2026-01-17,C0005,Norte,Efectivo,Pan de dulce,Panadería,1,9.97,9.97
3697,2026-01-17,C0005,Norte,Efectivo,Detergente,Limpieza,1,56.73,56.73
3697,2026-01-17,C0005,Norte,Efectivo,Detergente,Limpieza,1,54.11,54.11
3697,2026-01-17,C0005,Norte,Efectivo,Pan de dulce,Panadería,1,9.77,9.77
3697,2026-01-17,C0005,Norte,Efectivo,Papel higiénico (4u),Limpieza,1,35.83,35.83
3698,2026-01-17,C0195,Norte,Efectivo,Detergente,Limpieza,3,56.86,170.58
3698,2026-01-17,C0195,Norte,Efectivo,Detergente,Limpieza,1,55.46,55.46
3698,2026-01-17,C0195,Norte,Efectivo,Detergente,Limpieza,2,56.49,112.98
3698,2026-01-17,C0195,Norte,Efectivo,Papel higiénico (4u),Limpieza,1,34.91,34.91
3698,2026-01-17,C0195,Norte,Efectivo,Detergente,Limpieza,2,55.29,110.58
3699,2026-01-18,C0147,Centro,Efectivo,Queso 250g,Lácteos,1,45.01,45.01
3699,2026-01-18,C0147,Centro,Efectivo,Detergente,Limpieza,3,55.31,165.93
3699,2026-01-18,C0147,Centro,Efectivo,Chicharrón,Botanas,1,20.86,20.86
3699,2026-01-18,C0147,Centro,Efectivo,Agua 1L,Bebidas,1,11.46,11.46
3700,2026-01-18,C0193,Norte,Tarjeta,Detergente,Limpieza,2,54.04,108.08
3700,2026-01-18,C0193,Norte,Tarjeta,Detergente,Limpieza,3,57.35,172.05
3700,2026-01-18,C0193,Norte,Tarjeta,Cerveza 355ml,Bebidas,2,21.58,43.16
3700,2026-01-18,C0193,Norte,Tarjeta,Detergente,Limpieza,2,52.49,104.98
3700,2026-01-18,C0193,Norte,Tarjeta,Pan de dulce,Panadería,1,9.66,9.66
3701,2026-01-18,C0006,Del Valle,Efectivo,Detergente,Limpieza,3,55.91,167.73
3702,2026-01-18,C0025,Centro,Tarjeta,Agua 1L,Bebidas,3,11.95,35.85
3702,2026-01-18,C0025,Centro,Tarjeta,Papel higiénico (4u),Limpieza,2,35.1,70.2
3702,2026-01-18,C0025,Centro,Tarjeta,Detergente,Limpieza,3,52.51,157.53
3702,2026-01-18,C0025,Centro,Tarjeta,Chicharrón,Botanas,2,19.89,39.78
3703,2026-01-18,C0023,Norte,Efectivo,Papel higiénico (4u),Limpieza,1,34.36,34.36
3703,2026-01-18,C0023,Norte,Efectivo,Detergente,Limpieza,2,54.21,108.42
3703,2026-01-18,C0023,Norte,Efectivo,Papel higiénico (4u),Limpieza,1,36.07,36.07
3703,2026-01-18,C0023,Norte,Efectivo,Detergente,Limpieza,3,54.46,163.38
3703,2026-01-18,C0023,Norte,Efectivo,Papel higiénico (4u),Limpieza,1,36.45,36.45
3704,2026-01-18,C0023,Norte,Efectivo,Detergente,Limpieza,2,52.45,104.9
3704,2026-01-18,C0023,Norte,Efectivo,Papel higiénico (4u),Limpieza,3,34.11,102.33
3704,2026-01-18,C0023,Norte,Efectivo,Agua 1L,Bebidas,1,11.48,11.48
3704,2026-01-18,C0023,Norte,Efectivo,Detergente,Limpieza,2,54.94,109.88
3704,2026-01-18,C0023,Norte,Efectivo,Pan de dulce,Panadería,3,9.53,28.59
3705,2026-01-18,C0153,Del Valle,Efectivo,Detergente,Limpieza,1,54.07,54.07
3705,2026-01-18,C0153,Del Valle,Efectivo,Detergente,Limpieza,2,52.62,105.24
3706,2026-01-18,C0080,Norte,Efectivo,Agua 1L,Bebidas,3,11.74,35.22
3707,2026-01-18,C0154,Del Valle,Efectivo,Detergente,Limpieza,1,53.8,53.8
3707,2026-01-18,C0154,Del Valle,Efectivo,Chicharrón,Botanas,3,19.02,57.06
3707,2026-01-18,C0154,Del Valle,Efectivo,Huevo (docena),Abarrotes,2,32.38,64.76
3707,2026-01-18,C0154,Del Valle,Efectivo,Pan de dulce,Panadería,3,10.0,30.0
3708,2026-01-18,C0161,Del Valle,Efectivo,Pan de dulce,Panadería,2,9.96,19.92
3708,2026-01-18,C0161,Del Valle,Efectivo,Detergente,Limpieza,3,56.1,168.3
3708,2026-01-18,C0161,Del Valle,Efectivo,Papel higiénico (4u),Limpieza,3,34.79,104.37
3708,2026-01-18,C0161,Del Valle,Efectivo,Detergente,Limpieza,2,56.13,112.26
3709,2026-01-18,C0001,Del Valle,Efectivo,Aceite 1L,Abarrotes,1,39.38,39.38
3709,2026-01-18,C0001,Del Valle,Efectivo,Detergente,Limpieza,2,52.54,105.08
3709,2026-01-18,C0001,Del Valle,Efectivo,Detergente,Limpieza,1,54.93,54.93
3709,2026-01-18,C0001,Del Valle,Efectivo,Agua 1L,Bebidas,1,11.77,11.77
3709,2026-01-18,C0001,Del Valle,Efectivo,Detergente,Limpieza,2,54.42,108.84
3710,2026-01-19,C0082,Norte,Efectivo,Detergente,Limpieza,1,52.96,52.96
3710,2026-01-19,C0082,Norte,Efectivo,Arroz 1kg,Abarrotes,3,21.95,65.85
3710,2026-01-19,C0082,Norte,Efectivo,Papel higiénico (4u),Limpieza,2,35.63,71.26
3710,2026-01-19,C0082,Norte,Efectivo,Papel higiénico (4u),Limpieza,1,35.89,35.89
3710,2026-01-19,C0082,Norte,Efectivo,Detergente,Limpieza,2,52.79,105.58
3711,2026-01-19,C0135,Del Valle,Efectivo,Detergente,Limpieza,1,52.81,52.81
3711,2026-01-19,C0135,Del Valle,Efectivo,Chicharrón,Botanas,3,20.12,60.36
3712,2026-01-19,C0088,Norte,Tarjeta,Detergente,Limpieza,1,56.38,56.38
3712,2026-01-19,C0088,Norte,Tarjeta,Pan de dulce,Panadería,3,10.35,31.05
3712,2026-01-19,C0088,Norte,Tarjeta,Detergente,Limpieza,1,57.69,57.69
3713,2026-01-19,C0030,Norte,Transferencia,Detergente,Limpieza,2,56.89,113.78
3713,2026-01-19,C0030,Norte,Transferencia,Detergente,Limpieza,3,53.73,161.19
3713,2026-01-19,C0030,Norte,Transferencia,Agua 1L,Bebidas,1,12.32,12.32
